title,genres,id,keywords,original_language,popularity,release_date,revenue,runtime,vote_average,cast,budget
Pok̩mon: Spell of the Unknown,Adventure Fantasy Animation Action Family,10991,mountains mountain village friendship based on tv series young boy,ja,9.18885,08-07-2000,68411275,93,5.9,Veronica Taylor Rachael Lillis Eric Stuart,16000000
Friday the 13th Part VI: Jason Lives,Horror Mystery Thriller,10225,lightning cemetery mask slasher jason vorhees,en,11.158167,01-08-1986,19472057,86,5.7,Thom Mathews Jennifer Cooke David Kagen Ren\u00e9e Jones Tom Fridley,3000000
The Bridge on the River Kwai,Drama History War,826,japan resistance japanese river prisoners of war,en,23.109959,02-10-1957,33300000,161,7.7,William Holden Alec Guinness Jack Hawkins Sessue Hayakawa James Donald,3000000
Spaced Invaders,Comedy Family Science Fiction,34086,alien martian misunderstanding greedy developer,en,1.586598,27-04-1990,15369573,100,4.7,Ariana Richards Douglas Barr Royal Dano William Holmes,3000000
Family Plot,Comedy Crime Thriller,5854,fortune teller kidnapping false identity heir spiritualist,en,3.832858,09-04-1976,7900000,121,6.7,Barbara Harris Bruce Dern Karen Black William Devane Ed Lauter,2000000
The Apartment,Comedy Drama Romance,284,new york new year's eve lovesickness age difference suicide attempt,en,22.889294,15-06-1960,25000000,125,8.1,Jack Lemmon Shirley MacLaine Fred MacMurray Ray Walston Jack Kruschen,3000000
Jason Goes to Hell: The Final Friday,Fantasy Horror Thriller,10285,male nudity female nudity waitress camping nudity,en,10.341982,13-08-1993,15938065,87,4.2,Kane Hodder John D. LeMay Kari Keegan Steven Williams Steven Culp,3000000
Torn Curtain,Mystery Thriller,5780,cold war east germany,en,7.924982,13-07-1966,13000000,128,6.4,Paul Newman Julie Andrews Lila Kedrova Hansj\u00f6rg Felmy Tamara Toumanova,3000000
Dave Chappelle's Block Party,Comedy Documentary Music,292,black people hip-hop block party megaphone classroom,en,1.697846,12-09-2005,11718595,100,6.4,Dave Chappelle Erykah Badu Common Yasiin Bey Bilal,3000000
Slow West,Romance Thriller Western,223485,fire bounty hunter shotgun horseback riding horse,en,14.936661,16-04-2015,229094,84,6.6,Michael Fassbender Kodi Smit-McPhee Ben Mendelsohn Caren Pistorius Rory McCann,0
Krush Groove,Drama Music Romance,29463,,en,0.720091,25-10-1985,0,97,7,Blair Underwood Joseph Simmons Darryl McDaniels Sheila E. Kurtis Blow,3000000
Next Day Air,Action Comedy Crime,18065,duringcreditsstinger,en,2.747402,06-02-2009,0,84,5.3,Donald Faison Mike Epps Wood Harris Omari Hardwick Yasiin Bey,0
Elmer Gantry,Drama,22013,evangelist revivalism,en,6.734965,19-06-1960,10400000,146,7.3,Burt Lancaster Jean Simmons Arthur Kennedy Dean Jagger Shirley Jones,3000000
Judgment at Nuremberg,Drama History,821,judge concentration camp world war ii nazis court case,en,13.338539,01-12-1961,10000000,186,7.6,Spencer Tracy Burt Lancaster Richard Widmark Marlene Dietrich Maximilian Schell,3000000
Trippin',Comedy Romance,53862,high school prom,en,0.185373,12-05-1999,9016377,94,4.5,Deon Richmond Donald Faison Guy Torry Maia Campbell Aloma Wright,0
Red River,Western,3089,texas dangerous kansas cattle drive revenge,en,5.344815,26-08-1948,9012000,133,7.3,John Wayne Montgomery Clift Joanne Dru Walter Brennan Coleen Gray,3000000
Phat Girlz,Comedy Romance,30139,woman director,en,0.982624,01-01-2006,0,99,3.7,Mo'Nique Jimmy Jean-Louis Godfrey Joyful Drake Brendan Walsh,0
Before Midnight,Romance Drama,132344,hotel airport hotel room greece dream,en,23.299907,05-04-2013,11176469,108,7.4,Ethan Hawke Julie Delpy Seamus Davey-Fitzpatrick Jennifer Prior Charlotte Prior,3000000
Teen Wolf Too,Comedy Fantasy Family,15582,werewolf teenager,en,4.103764,20-11-1987,0,95,3.8,Jason Bateman Kim Darby John Astin Mark Holton Estee Chandler,0
Phantasm II,Action Horror Science Fiction Thriller,15158,portal undertaker evil tall man sentinals,en,5.003615,08-07-1988,7282851,97,6.3,James Le Gros Reggie Bannister Angus Scrimm Paula Irvine Samantha Phillips,3000000
Woman Thou Art Loosed,Drama,44634,independent film,en,0.019984,30-09-2004,6804016,94,5,Kimberly Elise Loretta Devine Debbi Morgan Michael Boatman Louisa Abernathy,3000000
Real Women Have Curves,Comedy Drama,30309,independent film woman director,en,1.026243,01-01-2002,0,86,5.8,America Ferrera Lupe Ontiveros Ingrid Oliu George Lopez Brian Sites,0
Water,Drama Foreign Romance,7509,site of pilgrimage widow varanasi hinduism child bride,en,2.787375,08-09-2005,10422387,115,6.8,Lisa Ray Sarala John Abraham Seema Biswas Waheeda Rehman,0
East Is East,Comedy,10557,islam hippie father son relationship muslim jealousy,en,3.667372,14-05-1999,28200000,97,6.5,Om Puri Linda Bassett Ian Aspinall Jimi Mistry Archie Panjabi,3800000
Whipped,Comedy Romance,23531,independent film diner dating masturbation,en,2.144354,01-09-2000,0,82,3.1,Amanda Peet Brian Van Holt Jonathan Abrahams Zorie Barber Judah Domke,3000000
Kama Sutra - A Tale of Love,Drama History Romance,28005,poetry eroticism woman director,en,3.937939,11-09-1996,4109095,117,5.7,Indira Varma Sarita Choudhury Ramon Tikaram Naveen Andrews,3000000
Please Give,Comedy Drama,40247,suicide new york infidelity cancer independent film,en,5.325156,22-01-2010,0,90,6,Rebecca Hall Catherine Keener Amanda Peet Oliver Platt Sarah Steele,3000000
Willy Wonka & the Chocolate Factory,Family Fantasy,252,chocolate factory worker based on novel candy tv addicted person,en,23.981601,29-06-1971,4000000,100,7.4,Gene Wilder Jack Albertson Peter Ostrum Roy Kinnear Denise Nickerson,3000000
Warlock: The Armageddon,Fantasy Horror Science Fiction,24126,armageddon warlock,en,3.107149,01-05-1993,0,98,5.2,Julian Sands Chris Young Paula Marshall Joanna Pacula Steve Kahan,0
8 Heads in a Duffel Bag,Comedy Crime,13982,mexico vacation murder head,en,5.016607,18-04-1997,0,95,5.4,Joe Pesci Kristy Swanson George Hamilton Dyan Cannon Andy Comeau,0
Days of Heaven,Drama Romance,16642,love triangle chicago wife husband relationship texas field,en,13.857194,13-09-1978,0,94,7.6,Richard Gere Brooke Adams Linda Manz Sam Shepard Robert J. Wilke,0
Thirteen Conversations About One Thing,Drama,17734,independent film woman director,en,6.997495,02-09-2001,0,104,6.4,John Turturro Clea DuVall Matthew McConaughey Amy Irving Alan Arkin,0
Jawbreaker,Comedy,18892,confession jealousy nightmare ambition groupie,en,4.337685,30-01-1999,3076820,87,5.9,Rose McGowan Julie Benz Rebecca Gayheart Carol Kane Pam Grier,3000000
Basquiat,Drama History,549,new york sex drug abuse homeless person new love,en,3.636634,09-08-1996,3011195,108,6.6,Jeffrey Wright David Bowie Dennis Hopper Gary Oldman Benicio del Toro,2962051
Frances Ha,Comedy Drama,121986,friendship loneliness black and white responsibility late coming of age,en,15.492257,17-05-2013,4069826,86,7.2,Greta Gerwig Mickey Sumner Adam Driver Michael Zegen Michael Esper,0
Tsotsi,Crime Drama,868,slum baby fight nudity leader,af,2.504169,18-08-2005,9879971,94,6.9,Presley Chweneyagae Jerry Mofokeng Terry Pheto Kenneth Nkosi Zenzo Ngqobe,3000000
Happiness,Comedy Drama,10683,rape sister sister relationship lover (female) pedophilia sister,en,10.757539,16-10-1998,2807390,139,7.4,Jane Adams Jon Lovitz Philip Seymour Hoffman Dylan Baker Evan Silverberg,3000000
DysFunktional Family,Comedy Documentary,17995,,en,1.580027,04-04-2003,0,89,6.1,Eddie Griffin Joe Howard Matthew Brent Robert Noble,0
Tusk,Comedy Horror,246403,canada obsession walrus deception search,en,15.754614,19-09-2014,1826705,102,5.1,Michael Parks Justin Long Haley Joel Osment G\u00e9nesis Rodr\u00edguez Ralph Garman,2800000
Oldboy,Drama Thriller Mystery Action,670,sushi restaurant rage and hate notebook daughter hostility,ko,56.76349,01-01-2003,14980005,120,8,Choi Min-sik Yoo Ji-tae Kang Hye-jung Kim Byeong-ok Oh Dal-su,3000000
Letters to God,Action Drama Family Thriller,35691,letter hope postman god cancer,en,3.644872,09-04-2010,0,110,6.5,Robyn Lively Jeffrey Johnson Bailee Madison Maree Cheatham Tanner Maguire,0
Hobo with a Shotgun,Action Comedy Thriller,49010,female nudity prostitute shotgun pimp underwear,en,16.900433,06-05-2011,748453,86,5.7,Rutger Hauer Gregory Smith Robb Wells Brian Downey Molly Dunsworth,3000000
Compadres,Action Comedy,317930,,es,1.569246,31-03-2016,0,101,5.2,Omar Chaparro Joey Morgan Aislinn Derbez Eric Roberts Camila Sodi,3000000
Freeway,Comedy Drama Thriller,11229,prison attempt to escape step father independent film hitchhiker,en,4.682881,23-08-1996,0,110,6.5,Kiefer Sutherland Reese Witherspoon Wolfgang Bodison Dan Hedaya Amanda Plummer,3000000
Love's Abiding Joy,TV Movie Action Drama Family,22488,,en,1.128559,06-10-2006,0,87,5.8,Erin Cottrell Logan Bartholomew William Morgan Sheppard James Tupper Irene Bedard,0
Fish Tank,Drama,24469,dancing mother alcohol sex adultery,en,12.68672,14-05-2009,2357852,123,6.9,Katie Jarvis Michael Fassbender Kierston Wareing Rebecca Griffiths Harry Treadaway,3000000
Damsels in Distress,Comedy Romance,82533,college female friendship young adult,en,3.750338,06-04-2012,0,99,5.6,Greta Gerwig Carrie MacLemore Megalyn Echikunwoke Analeigh Tipton Ryan Metcalf,0
Creature,Horror Science Fiction Thriller,50942,,en,2.857848,17-05-1998,0,176,4,Craig T. Nelson Kim Cattrall Colm Feore Cress Williams Michael Reilly Burke,0
Bachelorette,Comedy Romance,84174,bridesmaid strip club female friendship reunion drug use,en,20.95282,06-08-2012,11947954,87,5.3,Kirsten Dunst Isla Fisher Lizzy Caplan Rebel Wilson Adam Scott,3000000
Brave New Girl,Drama Music Family,34099,tv movie,en,0.18094,25-04-2004,0,120,3.7,Virginia Madsen Lindsey Haun Barbara Mamabolo John Ralston Nick Roth,0
Tim and Eric's Billion Dollar Movie,Comedy,79940,restaurant wolf shopping mall filmmaker billion dollars,en,1.75311,02-03-2012,0,94,5.2,Eric Wareheim Tim Heidecker John C. Reilly Zach Galifianakis Will Ferrell,0
Summer Storm,Comedy Drama,342,holiday gay male nudity competition sexual identity,de,3.120747,02-09-2004,0,98,6.7,Robert Stadlober Kostja Ullmann Alicja Bachleda-Curu\u015b J\u00fcrgen Tonkel Tristano Casanova,2700000
Fort McCoy,War Drama History,281230,woman director,en,0.384496,01-01-2014,0,0,6.3,Eric Stoltz Kate Connor Lyndsy Fonseca Andy Hirsch Camryn Manheim,0
Chain Letter,Horror Thriller,38033,killing friendship teenager maniac mysterious letter,en,2.504156,01-10-2010,0,96,3.9,Nikki Reed Keith David Brad Dourif Betsy Russell Cherilyn Wilson,0
Just Looking,Drama Comedy,100975,new york nurse sex infidelity nudity,en,0.431332,21-10-1999,0,97,5.8,Gretchen Mol Patti LuPone Peter Onorati Ryan Merriman Richard V. Licata,3000000
The Divide,Science Fiction,38541,basement violence septic tank town in panic welding,en,11.882563,13-03-2011,22000,112,5.7,Lauren German Michael Biehn Milo Ventimiglia Courtney B. Vance Ashton Holmes,3000000
The Eclipse,Drama Horror Romance,39563,,en,9.342465,24-04-2009,0,88,6.1,Ciar\u00e1n Hinds Aidan Quinn Iben Hjejle Jim Norton Valerie Spelman,0
Demonic,Thriller Horror,234212,detective haunted house investigation anti-christ possession,en,12.564554,12-02-2015,3387000,83,4.9,Maria Bello Frank Grillo Cody Horn Dustin Milligan Megan Park,3000000
My Big Fat Independent Movie,Comedy,27404,independent film,en,0.68822,04-03-2005,0,80,3,Paget Brewster Neil Barton Eric Hoffman Darren Keefe Ashley Head,0
The Deported,Comedy Family,170480,,en,0.194848,15-06-2010,0,90,0,Nicholas Turturro Talia Shire Paul Rodr\u00edguez Gary Valentine Nick Turturro III,0
Tanner Hall,Drama,71866,boarding school woman director,en,2.015525,14-09-2009,0,96,5.4,Rooney Mara Georgia King Brie Larson Amy Ferguson Antonia Steinberg,0
Open Road,Action Drama Thriller,192210,drug dealer police killer illegal drugs dealer,en,2.680629,12-04-2013,0,85,5.2,Camilla Belle Andy Garc\u00eda Colin Egglesfield Juliette Lewis Christiane Torloni,3000000
They Came Together,Comedy,180296,,en,12.036888,27-06-2014,0,84,5.3,Paul Rudd Amy Poehler Bill Hader Ellie Kemper Cobie Smulders,0
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,Comedy,157058,parody horror comedy,en,1.737032,14-01-2013,0,80,2.9,Kathryn Fiore Flip Schultz Olivia Alexander Arturo del Puerto Danny Woodburn,0
Never Back Down 2: The Beatdown,Drama Action,70006,male nudity cage kiss fistfight sport,en,9.249229,13-09-2011,0,90,5.8,Stacey Asaro Gralen Bryant Banks Rus Blackwell Beau Brasso Eddie Bravo,3000000
Point Blank,Action Crime Drama Thriller,26039,alcatraz revenge organized crime,en,5.164423,30-08-1967,3200000,92,7.1,Lee Marvin Angie Dickinson Keenan Wynn Carroll O'Connor Lloyd Bochner,2500000
Four Single Fathers,Drama Comedy,79587,,en,0.008263,15-01-2009,0,100,0,Alessandro Gassman Francesco Quinn Joe Urla Lenny Venito Jennifer Esposito,3
Enter the Dangerous Mind,Thriller,176077,composer obsession,en,1.998826,11-03-2013,0,88,4.8,Jake Hoffman Nikki Reed Thomas Dekker Scott Bakula Jason Priestley,0
Something Wicked,Mystery Thriller,260947,obsession oregon independent film,en,1.968679,04-04-2014,0,95,4.6,Shantel VanSanten John Robinson James Patrick Stuart Brittany Murphy Robert Blanche,3000000
AWOL-72,Thriller,342502,russian getaway lapd awol special ops,en,1.141463,07-08-2015,0,79,2.8,Luke Goss RZA Bokeem Woodbine Louis Mandylor Brooke Newton,3000000
Iguana,,191229,,en,0.214704,01-04-1988,0,88,6,Everett McGill Fabio Testi Michael Madsen Jack Taylor,0
Chicago Overcoat,Action Crime Thriller,43213,,en,1.034844,10-10-2009,0,95,6.1,Frank Vincent Kathrine Narducci Mike Starr Stacy Keach Armand Assante,3200000
Barry Munday,Comedy Drama Romance,44594,based on novel letter paternity castration doctor,en,1.975941,13-03-2010,0,95,6.3,Patrick Wilson Malcolm McDowell Judy Greer Chlo\u00eb Sevigny Missi Pyle,0
Central Station,Drama,666,brazilian brazil rio de janeiro letter wilderness,pt,5.928937,16-01-1998,5596708,113,7.6,Fernanda Montenegro Mar\u00edlia P\u00eara Vin\u00edcius de Oliveira Othon Bastos Ot\u00e1vio Augusto,2900000
Pocketful of Miracles,Comedy Drama,248,dude prohibition deception new york city apple,en,3.370225,18-12-1961,5000000,136,7.3,Glenn Ford Bette Davis Hope Lange Arthur O'Connell Peter Falk,2900000
Close Range,Crime Action,325173,,en,5.485217,11-12-2015,0,80,4.9,Scott Adkins Nick Chinlund Caitlin Keats Jake La Botz Tony Perez,0
Boynton Beach Club,Comedy Drama Romance,55831,independent film,en,0.18887,05-08-2005,0,105,6.8,Brenda Vaccaro Dyan Cannon Joseph Bologna,0
Amnesiac,Thriller Mystery Drama Horror,351043,,en,3.077885,14-08-2015,0,90,4.1,Kate Bosworth Wes Bentley Shashawnee Hall Richard Riehle Patrick Bauchau,3000000
Freakonomics,Documentary,43942,female nudity corruption cheating experiment limousine,en,1.781462,01-10-2010,103735,93,6.6,Zoe Sloane Jade Viggiano Amancaya Aguilar Kahiry Bess Alisha Naragsheth,3000000
High Tension,Horror Thriller Mystery,10226,mass murder insanity gore survival farmhouse,fr,4.952983,18-06-2003,0,91,6.6,C\u00e9cile de France Ma\u00efwenn Philippe Nahon Franck Khalfoun Andrei Finti,0
Griff the Invisible,Romance Comedy Drama,66942,love superhero independent film comedy,en,1.35088,19-08-2011,0,93,6.1,Ryan Kwanten Maeve Dermody Marshall Napier Heather Mitchell Patrick Brammall,2902660
Unnatural,Thriller Action Horror,356483,climate change polar bear,en,0.687656,16-10-2015,0,89,4.3,James Remar Sherilyn Fenn Ron Carlson Graham Greene Allegra Carpenter,0
Hustle & Flow,Drama,10476,rap music hip-hop baby midlife crisis drug dealer,en,6.39503,22-07-2005,23563727,116,6.9,Terrence Howard Anthony Anderson Taryn Manning Taraji P. Henson Elise Neal,8000000
Some Like It Hot,Comedy Romance,239,chicago witness musician mafia cross dressing,en,39.30982,18-03-1959,25000000,122,8,Marilyn Monroe Tony Curtis Jack Lemmon George Raft Pat O\u2019Brien,2883848
Friday the 13th Part VII: The New Blood,Horror Thriller,10281,lake mask telekinesis psychopath slasher,en,9.070842,13-05-1988,19170001,88,5.3,Kane Hodder Lar Park Lincoln Susan Jennifer Sullivan Kevin Spirtas Terry Kiser,2800000
The Wizard of Oz,Adventure Family Fantasy,630,witch adolescence based on novel secret identity clock,en,67.417542,15-08-1939,33754967,102,7.4,Judy Garland Frank Morgan Ray Bolger Bert Lahr Jack Haley,2777000
Young Frankenstein,Comedy Science Fiction,3034,experiment castle assistant bride frankenstein,en,36.444894,15-12-1974,86273333,106,7.7,Gene Wilder Peter Boyle Marty Feldman Madeline Kahn Cloris Leachman,2800000
Diary of the Dead,Horror Action Science Fiction,13025,zombie found footage,en,15.351412,08-09-2007,5364858,95,5.4,Michelle Morgan Joshua Close Shawn Roberts Amy Lalonde Joe Dinicol,2000000
Lage Raho Munna Bhai,Comedy Drama Romance,21461,historical figure comedy bollywood india,en,2.436019,01-01-2006,0,144,7.6,Sanjay Dutt Arshad Warsi Dilip Prabhavalkar Vidya Balan Dia Mirza,0
Ulee's Gold,Drama,55306,father son relationship florida stolen money dysfunctional family independent film,en,0.93392,13-06-1997,0,112,6.5,Peter Fonda Patricia Richardson Christine Dunford Tom Wood Jessica Biel,0
The Black Stallion,Adventure Family,17264,poker horse barn training sport,en,11.35972,17-10-1979,37799643,118,7,Kelly Reno Mickey Rooney Teri Garr Clarence Muse Hoyt Axton,2700000
Sardaarji,,346081,,en,0.296981,26-06-2015,0,0,9.5,,0
Journey to Saturn,Action Adventure Animation Comedy Science Fiction,16016,,en,1.776624,26-09-2008,0,90,4.9,Casper Christensen Frank Hvam Ali Kazim Iben Hjejle Peter Belli,0
Donovan's Reef,Adventure Comedy Romance,15875,birthday half-brother priest mission clinic polynesia,en,1.897263,12-06-1963,6600000,109,6,John Wayne Elizabeth Allen Lee Marvin Cesar Romero Mike Mazurki,2686000
The Dress,Comedy Drama,5900,calamity,nl,0.144031,21-03-1996,0,103,7,Henri Garcin Ingeborg Elzevier Khaldoun Elmecky Margo Dames Frans Vorstman,0
A Guy Named Joe,Drama Romance War,43306,pilot airplane ghost,en,0.531444,01-03-1944,5363000,120,6,Spencer Tracy Irene Dunne Van Johnson Ward Bond James Gleason,2627000
Blazing Saddles,Western Comedy,11072,gun saloon governor marching band comedy,en,22.793929,07-02-1974,119500000,93,7.2,Cleavon Little Gene Wilder Harvey Korman Slim Pickens Madeline Kahn,2600000
Friday the 13th: The Final Chapter,Horror Thriller,9730,lake resurrection morgue serial killer jason vorhees,en,14.013414,13-04-1984,32980880,91,5.9,Kimberly Beck Erich Anderson Corey Feldman Barbara Howard Crispin Glover,2600000
